id,term,signwriting,description,cue
6013,maksimum,M516x537S20500497x472S22b00494x488S18210493x522S18218485x463,,maksimum
6015,meter,M521x522S36d00479x478S20500510x487S20500480x487S1771e477x502,,meter
6016,meter,M521x525S36d00479x475S3770a470x478S37702471x501S20500481x485S20500484x508S17711497x493,,meter
6017,meter,M541x522S1000a490x507S37806460x513S20500501x494S20500466x499S1eb11514x483S28902473x478,,meter
6018,metode,M534x573S15a06473x428S10e40477x433S15a40494x522S15a48466x523S22a24479x558S22a24521x558S26626492x551,,metode
6019,midtpunkt,M514x518S15a36487x506S10014497x483,,midtpunkt
6020,mil,M526x534S1f400497x518S1f408474x519S26700494x467,,mil
6021,mil,M513x533S10040488x503S28308491x467,,mil
6023,millimeter,M523x528S26506491x486S18d50503x503S18d50477x503S22104491x472,,millimeter
6024,millimeter,M549x533S36000482x483S1f117526x503,,millimeter
6025,minke,M512x512S18210489x489S22a04488x497,,minke
6029,modell,M553x525S15a50502x476S15a50486x476S29313447x488S2930b519x488S2fb04492x519,,modell
6030,moment,M532x521S20340503x480S37700509x496S2f900521x485S2d600469x488,,moment
6031,male,M555x510S1eb10470x490S1eb18445x490S26706497x494S2f900544x500,,male
6035,absolutt,M514x577S17602492x507S10010492x547S20b00492x440S22a04494x424S15a10494x458S15a16487x469,,absolutt
6036,naer,M514x522S26500494x493S15a02487x478S15a02487x510,,naer
6039,noeytral,M514x524S15a02486x477S15a06487x500S22b04492x494,,noeytral
6040,noeytral,M526x517S15a02474x500S15a00482x490S26606496x484,,noeytral
6041,noeytral,M539x522S18252503x478S1825a484x478S20500496x507S26606509x505S26612462x506,,noeytral
6042,observasjon,M554x583S32104482x483S15a36487x548S10e30492x553S23404517x536,,observasjon
6043,omkrets,M522x531S10018487x501S10012492x497S2e30e478x469,,omkrets
6045,omvendt,M514x533S10030490x468S1005f486x473S2a22c491x507,,omvendt
6046,par,M522x524S1ed52478x477S10e08482x494S20700504x498S22100506x490,,par
6047,oversikt,M561x528S32104482x483S10e50525x489S22c04545x486,,oversikt
6050,periode,M539x514S15a40479x487S15a48462x486S26706497x493,,periode
6051,periode,M545x517S15a40472x485S15a48455x484S26706490x491S22a04532x502,,periode
6052,periode,M539x514S15a10478x487S15a18462x487S26706497x494,,periode
6055,plan,M531x514S15a50470x487S15a36482x496S20e00487x496S26606501x495,,plan
6056,prinsipp,M521x516S15a18479x485S10002491x501S20600496x487,,prinsipp
6059,promille,M520x524S17610504x477S22b03481x494S22a06497x511,,promille
6060,prosedyre,M547x521S28804506x498S2881c484x499S14c01521x480S14c09454x481,,prosedyre
6061,prosent,M519x518S17610503x482S22b03481x494,,prosent
6062,proeve,M514x526S15a36487x490S10e30490x496S20b00494x475,,proeve
6065,redusere,M563x519S22c03504x486S22c15461x486S10011542x481S10019437x481,,redusere
6066,regel,M513x514S15a00488x487S18210490x496,,regel
6067,regel,M514x514S15a00493x487S15a12487x495,,regel
6068,regelmessig,M548x518S15a40473x483S15a48453x483S26626503x486S22a24494x501S22a24535x503,,regelmessig
6070,regulere,M514x531S1ea40487x469S2a300491x495,,regulere
6071,regulere,M520x519S18210488x504S23600481x482,,regulere
6072,rekord,M514x538S15a06487x514S21100494x491S22b04493x508S1ed16494x462,,rekord
6073,rektangel,M577x510S1ed10501x490S1ed18471x490S26606532x494S26612437x493S22104565x493S22100564x502S22100423x502S22104424x493,,rektangel
6074,ressurs,M513x534S20320491x467S26200492x487S15356488x519,,ressurs
6076,retning,M530x530S21100492x494S15a41507x507S15a37474x476S26601471x471,,retning
6078,sammensatt,M520x545S17711499x456S1771f480x476S17719480x506S17717500x526,,sammensatt
6079,sekund,M530x523S15a18470x477S26c0a489x477S10011509x493,,sekund
6083,sirkel,M516x522S10040501x492S2e309484x479,,sirkel
6087,sortere,M516x538S21200486x494S15a16488x511S15a40488x463S26604500x508S26604484x508,,sortere
6088,stige,M514x532S15a12487x501S10018494x502S21100497x485S22a00497x469,,stige
6089,struktur,M512x534S14c20489x467S29904495x502,,struktur
6090,struktur,M514x542S26604487x485S14c01488x459S14c09488x515,,struktur
6091,struktur,M521x540S26604490x461S20500494x496S14c01495x513S14c09479x513,,struktur
6092,svinge,M527x518S15a40515x482S28a06474x501S28a0e473x485,,svinge
6093,sylinder,M518x528S16d40500x508S16d48482x508S22b20492x472,,sylinder
6094,symbol,M522x516S15020478x485S26500508x489,,symbol
6095,symbol,M526x525S15a06474x475S15020477x494S26500512x503S20500515x483,,symbol
6096,syntetisk,M554x593S26200501x434S26210470x433S17712501x408S1771a470x408S14c04500x471S14c0c466x471S2c305527x556S2c310446x556S17710505x578S17700505x542S17708472x578S17718471x542S20500494x570S20500494x532,,syntetisk
6097,syntetisk,M520x555S17711499x446S1771f481x465S17719482x518S17717500x536,,syntetisk
6098,syntetisk,M520x555S17711499x446S1771f481x465S17719482x518S17717500x536,,syntetisk
6099,system,M540x524S2892a489x506S22a24468x508S22a24527x509S15a40478x477S15a48460x477,,system
6100,system,M522x546S15a48478x463S15a48479x519S10e22492x526S10e02492x470S20500493x510S20500492x455,,system
6101,tabell,M529x525S26606497x476S22b04496x495S22b04513x495S1ed26472x478,,tabell
6102,tabell,M522x521S15a00479x485S18210479x491S22a04509x494S20500510x510S20500510x480,,tabell
6103,tall,M535x528S14c0a465x505S20e00481x491S2880f489x472S10041514x487,,tall
6105,telle,M531x529S14c0a469x506S10041510x488S20e00479x491S20e00496x497S2880f487x472,,telle
6106,telle,M521x524S14c0a480x489S10040483x494S20e00492x476S20e00509x481,,telle
6107,temperatur,M515x532S21200487x486S15a12486x503S10018492x502S23108488x468,,temperatur
6108,temperatur,M515x578S21200487x532S15a12486x549S10018492x548S23108488x514S15a40491x455S15a1a485x467S20b00491x439S22a04491x422,,temperatur
6108,absolutt,M515x578S21200487x532S15a12486x549S10018492x548S23108488x514S15a40491x455S15a1a485x467S20b00491x439S22a04491x422,,absolutt
6109,teori,M556x518S2ff00482x483S15a12529x495S29608532x458,,teori
6111,tid,M531x515S10010469x485S26706489x495,,tid
6112,tilfeldig,M526x517S10000474x487S29206495x483,,tilfeldig
6113,tilknytning,M540x508S1061a461x492S10602479x493S26626510x492,,tilknytning
6116,tilstrekkelig,M516x521S22a00495x488S18210493x506S18218484x480,,tilstrekkelig
6117,time,M526x516S15a18474x485S10020489x486S2ef00508x491,,time
6118,time,M527x517S15a18473x484S10020490x487S2e700512x486,,time
6119,tonn,M539x518S22a04511x503S22a14478x503S20300510x483S20300478x483S2f900528x507S2f900462x508,,tonn
6120,topp,M521x531S1ed26480x505S22b00481x469S22120499x479,,topp
6121,topp,M523x533S14c50477x502S22b00482x468S22120501x475,,topp
6122,trekant,M540x531S24102501x469S2411a461x470S10050503x501S10058484x501,,trekant
6123,triangel,M540x531S24102501x469S2411a461x470S10050503x501S10058484x501,,triangel
6125,usikker,M538x574S15a31486x427S15a37493x427S20500496x469S26606508x466S26612463x466S22a04497x538S20302496x519S20302497x559,,usikker
6127,utvide,M536x524S18247505x476S1824f478x476S26612465x508S26606506x508,,utvide
6130,veie,M533x528S2fb04494x522S23100507x500S23110468x502S15a30507x472S15a30482x472,,veie
6131,vekt,M533x528S2fb04494x522S23100507x500S23110468x502S15a30507x472S15a30482x472,,vekt
6132,verdi,M514x521S15a16486x509S20600489x497S1851c489x479,,verdi
6133,verdi,M515x531S20500496x506S15a16488x519S1851c490x490S22100485x487S22a00485x469,,verdi
6137,volum,M523x526S2fb04493x520S26512478x507S26506507x506S15318477x475S15310508x476,,volum
6138,vurdere,M532x531S2fb04493x525S23100506x500S23110469x500S15a30507x470S15a30482x470,,vurdere
6139,oeke,M512x518S18210489x503S22a00492x483,,oeke
6140,oeke,M541x527S2fb04492x521S26506506x510S26506526x510S26512479x510S26512460x510S15310509x474S15318480x474,,oeke
6146,null,M508x508S17610492x492,,null
6207,20,M515x518S11502485x503S22a04491x483,,20
6207,tjue,M515x518S11502485x503S22a04491x483,,tjue
6208,20,M542x508S11502458x492S11002515x493S26506494x492,,20
6208,tjue,M542x508S11502458x492S11002515x493S26506494x492,,tjue
6210,21,M515x543S11502485x475S22a04492x457S10000495x513,,21
6211,22,M515x548S22a04492x453S11502485x472S11500493x518,,22
6212,23,M515x547S11502485x471S22a04492x453S18700492x518,,23
6232,M,M514x517S15a36487x484S18c50492x487,,m
6232,m,M514x517S15a36487x484S18c50492x487,,m
6241,T,M515x516S10008491x486S10012485x484,norsk 2-hånds,t
6241,t,M515x516S10008491x486S10012485x484,norsk 2-hånds,t
6242,U,M525x515S1dc20501x485S1dc28476x485,"norsk 2-hånds. Brukes også som forstavelse, nektelse, som i u-avgjort osv",u
6242,u,M525x515S1dc20501x485S1dc28476x485,"norsk 2-hånds. Brukes også som forstavelse, nektelse, som i u-avgjort osv",u
6255,3,M509x515S18700491x486,,3
6255,tre,M509x515S18700491x486,,tre
6256,3,M518x567S34700482x483S11e01487x537,,3
6256,tre,M518x567S34700482x483S11e01487x537,,tre
6257,30,M515x518S22a04499x483S18702486x500,,30
6258,30,M543x510S18702457x491S26506492x494S18b02513x490,,30
6259,4,M511x516S14400489x485,,4
6259,fire,M511x516S14400489x485,,fire
6260,40,M516x521S14402485x499S22a04491x480,,40
6261,40,M543x512S14402457x490S26506492x492S14502512x488,,40
6262,5,M512x516S14c00489x485,,5
6262,fem,M512x516S14c00489x485,,fem
6263,50,M516x521S14c02485x498S22a04495x479,,50
6264,50,M544x514S14c02457x491S26506494x494S15002513x487,,50
6265,6,M512x508S1f500488x493,,6
6265,seks,M512x508S1f500488x493,,seks
6266,60,M512x518S1f500488x503S22a04490x483,,60
6266,seksti,M512x518S1f500488x503S22a04490x483,,seksti
6267,60,M535x511S1f509465x489S26506492x494S1f904512x494,,60
6267,seksti,M535x511S1f509465x489S26506492x494S1f904512x494,,seksti
6268,7,M512x515S1dc01489x485,,7
6268,sju,M512x515S1dc01489x485,,sju
6268,syv,M512x515S1dc01489x485,,syv
6269,70,M515x520S1dc02485x496S22a04493x480,,70
6269,sytti,M515x520S1dc02485x496S22a04493x480,,sytti
6270,70,M542x513S1dc02459x488S26506494x496S1e202516x491,,70
6270,sytti,M542x513S1dc02459x488S26506494x496S1e202516x491,,sytti
6272,80,M515x519S11e02485x496S22a04488x481,,80
6273,80,M540x512S11e02461x488S26506496x497S1280e516x489,,80
6274,9,M513x513S18e01487x487,,9
6274,ni,M513x513S18e01487x487,,ni
6275,9,M549x541S33200482x483S14410527x510S20500520x503S26600526x477,,9
6275,ni,M549x541S33200482x483S14410527x510S20500520x503S26600526x477,,ni
6276,90,M516x515S18e02486x495S22a04484x485,,90
6277,90,M592x530S33200482x483S14411509x502S14501562x499S26506541x511,,90
6305,aksjeselskap,M527x566S21200485x464S15a40493x435S15a36486x481S26604497x479S26604483x479S1ed40501x547S1ed48474x547,,aksjeselskap
6308,aksjon,M528x519S2d220487x488S20350513x481S20350473x481S2f900497x514,,aksjon
6323,almanakk,M534x522S15a00466x480S20500481x480S20500482x498S1ec50497x478S2880c522x500,,almanakk
6326,alternativ,M531x536S10e02501x465S10e0a469x466S20500495x480S10e52501x507S10e3a473x509S20500495x525,,alternativ
6328,alternativ,M531x536S26706473x465S26502469x478S20e00498x491S20e00473x495S1dc09480x506S10001510x504,,alternativ
6328,eller,M531x536S26706473x465S26502469x478S20e00498x491S20e00473x495S1dc09480x506S10001510x504,,eller
6343,andel,M514x539S21100492x494S15a40493x462S15a36487x511S26604491x509,,andel
6344,andel,M529x523S21100476x478S15a40517x484S15a36471x495S26604475x493,,andel
6352,arbeid,M519x532S2fb04496x526S2e700504x491S2e714484x500S20300502x469S20300482x481,vedvarende arbeid,arbeid
6369,avbryte,M519x532S20350481x487S20350501x468S26500505x487S14c20496x501,,avbryte
6385,avsky,M527x518S2ff20476x483S15a46476x467S15a4e500x453S26500495x432,,avsky
6385,avvise,M527x518S2ff20476x483S15a46476x467S15a4e500x453S26500495x432,,avvise
6386,avstand,M542x514S15a48458x487S15a40530x487S26606492x496,,avstand
6390,avvise,M518x529S15a02482x492S20e00490x492S18211493x472S28805493x509,,avvise
6391,avvise,M527x524S15a36473x512S1824c474x491S26607505x477,,avvise
6392,avvise,M570x518S2ff20476x483S15a4a484x466S15a52487x451S15a4f547x411S26607530x430S20e00517x451,,avvise
6393,avvise,M524x518S2ff20476x483S15a46478x465S15a4e496x448S26500496x428,,avvise
6394,b,M507x511S14720493x489,,b
6405,Odd,M545x523S2ff00482x483S21100504x503S26602473x503S18210522x508,,odd
6406,begrep,M580x518S30007482x483S20301512x470S26603532x450S14c20557x425,,begrep
6411,utnytte,M546x516S15a16454x504S20300461x487S26602481x487S14c02515x485,,utnytte
6415,sammenheng,M524x535S10612498x502S1060a478x501S20700492x520S26522476x478S26726481x465,,sammenheng
6454,bringebaer,M546x568S20e00483x468S2fb04482x484S23108499x464S23118454x463S15a40496x434S15a48475x433S1000a466x542S17710496x535S2c300520x529S20700486x553,,bringebaer
6459,druer,M547x521S17710483x484S1000a453x491S20700475x506S2c400507x479,,druer
6464,eple,M518x556S33b00482x483S15316488x541S22f00487x522,,eple
6465,eple,M541x560S33b00482x483S15317512x506S2e000520x531,,eple
6467,frukt,M541x551S33b00482x483S15317512x507S2df00520x530,,frukt
6472,jordbaer,M546x587S31a00482x488S30104482x477S34000482x489S26100505x533S26110483x541S1d411521x541S1d419457x550S22101523x568S22101467x578S2fc04493x570,,jordbaer
6473,loek,M514x514S15a40497x487S15a1a487x496,,loek
6474,loek,M523x531S22a00483x497S1eb26484x470S15a16478x519S22100501x503S22120501x493,,loek
6475,loek,M523x531S22a00483x497S1eb26484x470S15a16478x519S22100501x503S22120501x493,,loek
6476,loek,M523x525S22a00483x479S22120501x475S15a16478x501S22100501x485S1eb26480x501,,loek
6477,loek,M518x577S31900482x483S10000498x507S20e00500x540S22a04499x552S21600501x569,,loek
6478,moden,M529x518S2fb00492x483S22101507x490S22101481x490S17d14472x503S17d1c506x503,,moden
6479,moden,M529x518S2fb00492x483S22101507x490S22101481x490S17d14472x503S17d1c506x503,,moden
6481,noetter,M588x530S33b00482x483S1ea10520x508S2c400548x507,,noetter
6483,plomme,M545x522S17717481x497S1000b455x479S20700483x478S2c400505x499,,plomme
6487,paere,M528x540S1ed16476x496S1000c472x461S22b04504x497S22100506x487S22120506x533,,paere
6489,rips,M548x557S11a20481x443S17710481x535S1000a452x542S2c400508x529S20700474x515,,rips
6492,rosin,M540x521S17710489x499S1001a461x506S20700480x480S2c300514x493,,rosin
6493,saft,M530x522S16d40489x480S16d48485x502S22120508x508S22120471x487S2f900511x497S2f900477x479,,saft
6494,saft,M530x522S16d40489x480S16d48485x502S22120508x508S22120471x487S2f900511x497S2f900477x479,,saft
6496,sitron,M524x686S31500482x483S16700478x488S1500f489x530S2df0c503x565S15310501x638S15318493x638S20700496x671,,sitron
6501,sopp,M519x533S16d40501x488S1771e504x513S22a00505x469S22120481x468S22100491x478,,sopp
6502,sopp,M510x519S1f502495x495S17112490x481,,sopp
6505,tomat,M518x569S30004482x483S1530e486x521S2e000490x540,,tomat
6507,tyttebaer,M537x544S1f320465x457S17710483x507S1000a463x513S20700476x529S2c300511x502,,tyttebaer
6514,rev,M520x518S2ff00482x483S15700491x486S26600492x452S17702491x429S22104508x470,,rev
6517,rust,M539x533S11541474x504S11549462x506S27103493x487S21213502x467,,rust
6518,rust,M529x524S11541483x495S11549471x497S27103502x478S21100476x477,,rust
6519,samfunn,M513x526S14c50488x474S2e736488x510,,samfunn
6520,sei,M516x527S15a48485x494S10002485x512S21100503x493S26500502x473,,sei
6521,sel,M561x548S36d00479x453S15a51454x480S15a57517x479S20500472x500S20500510x499S2c606534x505S2c606532x524S2c613435x503S2c613439x523S2fc04490x537,,sel
6523,sidelinje,M518x526S15a48482x494S10002488x511S26504502x491S21100502x475,,sidelinje
6531,skjell,M518x518S17147502x498S1714f483x498S20600490x483,,skjell
6532,skog,M538x541S15a1a464x529S14c10462x460S37800473x492S2e104495x465S26726496x513,,skog
6534,slange,M555x508S17610504x492S17614482x492S26612446x492S26606525x492,,slange
6535,sopp,M525x518S1f510482x503S17112475x482S20600503x492,,sopp
6537,stein,M518x531S20e00504x488S22b04502x501S20310503x470S20318483x505,,stein
6540,stoffskifte,M530x529S36d00479x472S17610492x491S17614491x513S21800512x496S21800470x519,,stoffskifte
6541,stress,M534x522S36d00479x479S37702521x481S3770a468x481S37b06515x504S37b06472x504S20350506x498S20350485x498S2f900509x517S2f900487x517,,stress
6542,stress,M561x578S31a00482x483S36100481x482S36d00479x521S21100485x532S21100499x561S21100513x532S21100472x561S22b00498x531S22b04511x546S22b14484x548S22b10471x531S15002530x541S1500a438x542,,stress
6543,stress,M536x523S20312488x480S20316487x499S26600507x477S20e00509x511S2f710524x499S37706464x507,,stress
6545,syre,M561x534S34600482x483S2e501517x506S15310546x509,,syre
6547,saed,M519x539S11552489x502S11528482x509S20e00488x494S26600485x462,,saed
6549,tang,M534x534S17740485x508S17748467x519S29b07506x469S22100488x496S22104492x486S22100497x475S22104504x466,,tang
6554,torsk,M528x546S2ff00482x483S1f106489x510S22104515x521S22a04515x531,,torsk
6556,transport,M534x531S26722466x470S1f457473x500S1f457513x501,,transport
6565,vanlig,M548x531S14c30504x470S14c38466x469S22a04506x516S22a04535x516S22a14477x516S22a14452x516S26506518x506S26512463x506,,vanlig
6567,vann,M516x520S17712485x481S22a04487x505S22100504x507,,vann
6570,vekst,M569x529S15311511x506S15319467x506S22a07530x497S22a07542x485S22a07556x471S22a11457x498S22a11444x487S22a11432x475,,vekst
6573,virus,M568x534S17727503x513S1772f478x515S26607521x492S26611458x494S14c57542x466S14c5f433x468,,virus
6574,vaeske,M514x520S17712487x481S22a04488x505S22100502x502,,vaeske
6580,oesters,M522x524S17138478x498S17137498x504S2dd08480x476,,oesters
6581,puste,M563x522S36d00479x478S14c02485x499S27100523x504,,puste
6585,luft,M564x535S2ff00482x483S18007524x510S26a04537x495,,luft
6598,allergi,M567x529S21800471x517S15300505x490S15308472x490S22b00529x480S22b04551x488S21100552x472S21100531x513S22b10433x483S22b14452x489S21100454x473S21100435x515S21800504x518,kløe på kroppen,allergi
6601,aluminium,M583x521S2fd00490x480S18514465x501S1851c509x501S2d400540x497S2d410418x498,,aluminium
6605,anatomi,M529x601S22b24492x571S14c02498x526S14c0a468x529S21100493x555S32104482x483,,anatomi
6611,arv,M529x526S15030503x475S15038472x474S26514479x511S26504507x511,,arv
6624,bevegelse,M530x542S14c50506x511S14c58471x510S26726481x487S26722475x474S26726481x459,,bevegelse
6625,binding,M514x541S17600487x479S17610498x476S20700491x460S27126493x502,"kjemisk binding, som 'hydrogenbinding'",binding
6629,liv,M532x534S14c10509x503S14c18469x503S25110472x467S25100513x466,,liv
6629,leve,M532x534S14c10509x503S14c18469x503S25110472x467S25100513x466,,leve
6629,levende,M532x534S14c10509x503S14c18469x503S25110472x467S25100513x466,,levende
6641,celle,M523x523S15a18477x496S10012493x504S2f000491x477,,celle
6642,cellevegg,M541x557S16d10490x444S16d18481x465S20500510x463S18517503x525S1851f479x524S28914460x525S2890c526x528,,cellevegg
6643,cellevegg,M544x557S16d10493x444S2890c529x528S28914456x528S1f117504x523S1f11f475x524,,cellevegg
6645,cellekjerne,M517x559S16d10490x442S16d18484x466S20500506x465S15a18483x531S17710497x533S20500497x548,,cellekjerne
6648,damp,M531x535S14c30507x504S14c38470x502S29608513x466S29610475x465,,damp
6654,disakkarider,M512x579S11500493x421S2df00490x456S1ea40489x526S26b02494x552,"2-sukker (som vanlig sukker, melkesukker)",disakkarider
6654,kjemi,M512x579S11500493x421S2df00490x456S1ea40489x526S26b02494x552,"2-sukker (som vanlig sukker, melkesukker)",kjemi
6655,dominant,M513x522S1f502492x498S22f00488x479,,dominant
6656,dominant,M518x529S20350488x491S37702494x505S37706482x511S22a04490x472S2f900507x477,,dominant
6658,dyr,M527x520S15a1a486x508S1c511502x480S20600473x494,,dyr
6662,eggcelle,M523x575S11511498x444S11519477x453S20b00488x425S16d10496x535S16d18488x555,,eggcelle
